claim_id,claimant_name,claimant_email,claimant_phone,policy_id,policy_type,policy_start_date,loss_date,loss_description,report_date,claim_amount,policy_limit,claim_as_pct_of_limit,days_to_report,estimated_loss_value,num_previous_claims,repair_vendor,repair_estimate,supporting_docs_count,adjuster_notes,fraud_indicators,is_fraud,fraud_confidence_score
CLM-000795,Michael Martinez,leslie40@example.com,001-519-795-0819x00567,POL-513316,home,2022-12-20,2024-09-14,Sort young half hard line it gun enough.,2024-09-17,13944.93,100000,13.94,3,15043.02,0,Pearson Inc,16051.91,4,Relate south win situation heavy yes approach increase score against far.,NONE,FALSE,0.0
CLM-000796,Stephen Alexander,christopher49@example.org,(771)475-3227x997,POL-791577,home,2023-09-03,2025-01-09,World firm let tree person travel under organization research husband rock.,2025-01-10,2540.2,100000,2.54,1,2511.01,2,Garcia Inc,2739.0,3,Tend box at class enjoy church reduce may yes thought whom keep avoid pull data.,NONE,FALSE,0.0
CLM-000797,Stephanie Dyer,christopher06@example.com,+1-354-350-8570x340,POL-575111,home,2022-02-06,2024-11-02,Idea trade left hit deal theory box public later mother tax professor.,2024-11-05,19425.64,100000,19.43,3,19803.73,5,"Welch, Santos and Gibson",22768.08,7,Visit who like herself western instead activity as as.,NONE,FALSE,0.0
CLM-000798,Nancy Stewart,kimberlysharp@example.net,382.341.1643x424,POL-774909,home,2025-04-03,2026-03-29,These list there probably wall certain travel month camera.,2026-03-31,5015.97,50000,10.03,2,5213.82,5,Newman LLC,4620.8,7,Score someone institution memory hundred difference southern walk speak best reduce.,NONE,FALSE,0.0
CLM-000799,Thomas Henderson,dylan74@example.com,753-631-6495x060,POL-351742,home,2025-08-02,2025-12-01,Benefit think live yourself president use politics.,2025-12-05,2758.47,50000,5.52,4,2223.75,1,Davidson-Newton,2617.46,6,Plan series activity many out range police movement office range fly security apply.,NONE,FALSE,0.0
CLM-000800,Crystal Smith,dominguezmarcus@example.com,+1-847-947-3343x5973,POL-261621,auto,2024-11-20,2025-10-21,Behind interview sign choose week student.,2025-10-24,13296.19,100000,13.3,3,12594.86,3,Wade Ltd,14901.93,5,Someone floor effect about nor listen bar section million perform news recent environmental adult per college again right.,NONE,FALSE,0.0
CLM-000801,Kyle Webb,wayneschmidt@example.com,001-826-368-0639x9241,POL-200780,home,2024-06-27,2026-01-02,Others technology along ready rich together stop.,2026-01-08,12466.76,50000,24.93,6,10720.93,3,Thompson-Freeman,14531.55,6,Ago with you seat approach maybe cut several change property brother view forward cause never sing thing decide western control.,NONE,FALSE,0.0
CLM-000802,Mr. Roger Erickson II,sherri61@example.com,(971)541-3427,POL-893237,home,2023-02-12,2025-06-21,Cut practice discussion majority effort traditional big.,2025-06-24,11698.08,50000,23.4,3,10650.76,1,Bowen-Smith,12051.73,6,Continue keep draw loss born power lay pay pattern century anyone teacher forget.,NONE,FALSE,0.0
CLM-000803,Sarah Rivera,boyerautumn@example.com,001-987-779-9364x273,POL-586041,umbrella,2025-02-11,2025-10-28,Chance minute phone institution race toward camera chance dream billion process.,2025-10-29,1768.32,50000,3.54,1,1758.21,5,"Jones, Rios and Williams",1673.75,6,Little could watch put concern employee window everything moment.,NONE,FALSE,0.0
CLM-000804,Nicholas Garcia,donalddaniel@example.org,220.687.3857,POL-404824,home,2024-12-08,2026-03-30,Once street eat activity money government there when.,2026-04-04,12961.63,100000,12.96,5,10677.21,3,Castillo and Sons,12833.54,4,Different would interest watch network cell power middle pay special decide.,NONE,FALSE,0.0
CLM-000805,David Schaefer,joseph98@example.net,001-938-203-7473x81133,POL-648501,home,2023-12-01,2024-10-28,Offer how fill hand final keep major worker administration.,2024-11-03,18155.17,100000,18.16,6,17620.69,4,Hull LLC,16756.49,3,Million take true necessary big buy memory property specific north second military focus south carry treat exactly loss.,NONE,FALSE,0.0
CLM-000806,Tonya Robertson,jeffrey15@example.com,001-841-553-3070x66670,POL-199074,home,2024-09-15,2026-08-22,Bed of would responsibility recent your writer opportunity.,2026-08-27,3045.01,50000,6.09,5,3094.01,2,Manning-Johnson,3065.22,7,Majority risk subject eight arm maintain performance win across way magazine piece deep.,NONE,FALSE,0.0
CLM-000807,Lauren Koch,mitchellsamantha@example.net,(607)421-6247,POL-876487,umbrella,2024-02-21,2025-07-08,It establish long challenge these TV art interesting foreign.,2025-07-09,15604.29,50000,31.21,1,13323.97,1,Johnston PLC,17989.76,3,Friend through his trip kid player can sport worry.,NONE,FALSE,0.0
CLM-000808,Amanda Reed,boonelee@example.net,308-919-9684x45657,POL-429196,umbrella,2024-05-23,2026-07-03,Family control wide employee unit player tough wind TV.,2026-07-04,8908.78,100000,8.91,1,8343.07,5,"Wade, Barnes and Salinas",9220.45,5,Act skin any role position sometimes over others drug under agency difference election physical.,NONE,FALSE,0.0
CLM-000809,Oscar Ryan,bmccoy@example.net,244-265-4840,POL-296284,auto,2024-09-11,2025-04-18,Threat also fall include support edge.,2025-04-21,19367.67,100000,19.37,3,15948.62,4,Cruz-Conner,18937.62,8,Rule movement key color image example time ok center example interesting first instead bar.,NONE,FALSE,0.0
CLM-000810,John Rivera,daviswilliam@example.org,+1-616-552-5081x59590,POL-514118,auto,2024-12-15,2025-01-27,Full again test upon audience market author.,2025-01-28,9242.18,50000,18.48,1,7869.91,3,Sutton-Castillo,9593.83,6,Task wife product there stand strategy big always while director statement red business learn line class film heart.,NONE,FALSE,0.0
CLM-000811,Eduardo James,wcampbell@example.net,492.644.1832x81137,POL-861173,home,2024-08-02,2025-07-08,Should value other report sit leader response without begin.,2025-07-15,13496.62,100000,13.5,7,13301.59,4,Sexton-Evans,13607.54,8,Travel offer figure threat off finally fund set name today doctor wife oil popular eye scientist song management adult.,NONE,FALSE,0.0
CLM-000812,Karen Wade,qbarnes@example.net,937.380.5342x5191,POL-191892,auto,2026-02-22,2026-08-09,Camera Mrs land kid southern it reason hundred arm particular open.,2026-08-15,13826.94,100000,13.83,6,11119.11,0,"Lopez, Diaz and James",15828.95,8,Call officer possible decision large ten many up administration soldier inside tax five.,NONE,FALSE,0.0
CLM-000813,Sarah Graham,lauragross@example.net,+1-967-204-4777x14057,POL-780130,auto,2023-01-08,2024-12-03,Wide you seek recent growth while eight.,2024-12-05,17321.23,50000,34.64,2,15113.36,5,Johnson-Rivas,20048.58,7,Reality there fly speech car hope picture make wear environment second especially from front protect list walk vote pull decision.,NONE,FALSE,0.0
CLM-000814,Valerie Smith,anthony95@example.org,001-907-227-7282x76958,POL-255362,home,2025-01-30,2026-05-07,Ok evening voice citizen thing work stage age important interest particular all player.,2026-05-09,2635.78,100000,2.64,2,2125.88,1,Graham-Golden,3085.77,8,Must political show while sound experience reality animal whether owner huge bill great.,NONE,FALSE,0.0
CLM-000815,Julie Fox,joshuarodriguez@example.com,001-219-916-3695,POL-120581,home,2023-12-04,2025-08-24,Gas compare already hold available interview live artist.,2025-08-30,9460.05,50000,18.92,6,8256.63,2,"Hicks, Clark and Mendoza",10130.1,6,Again as democratic sure film say adult decade side.,NONE,FALSE,0.0
CLM-000816,William Andrews,katherineramirez@example.com,380-316-9599,POL-988803,umbrella,2023-12-31,2025-04-16,Occur feel too always attention blood choose left.,2025-04-17,7343.15,50000,14.69,1,8032.28,3,"Bullock, Baker and Melendez",8232.58,7,Give with president agree country discover sport see arrive happen weight worker quite position effect describe water face country put.,NONE,FALSE,0.0
CLM-000817,Scott Reese,olivia88@example.com,(937)473-4850x3027,POL-611177,home,2024-09-09,2026-02-18,Yet offer sport husband group we form.,2026-02-24,11531.79,50000,23.06,6,11001.41,5,Moore Group,12494.1,8,Paper everyone success plant push reflect early letter house next leave religious operation drive member program notice environmental organization soon.,NONE,FALSE,0.0
CLM-000818,Jessica Hunter,yscott@example.net,(791)404-0762x9696,POL-163653,umbrella,2026-04-08,2026-05-27,Beyond first determine program anyone adult after back time.,2026-06-03,17485.05,50000,34.97,7,16201.67,2,Shaffer-Knight,18638.66,5,Organization source economic read lead write conference hair more between per.,NONE,FALSE,0.0
CLM-000819,Alvin Aguilar,jason11@example.org,558-945-6731,POL-618823,umbrella,2022-06-03,2025-02-18,Reason rich respond would realize every.,2025-02-24,8925.61,50000,17.85,6,8870.75,3,Davis Group,9900.77,3,Increase agree matter do continue billion value your sure knowledge law door other specific probably.,NONE,FALSE,0.0
CLM-000820,Abigail Guerrero,ariel62@example.org,+1-592-824-0061,POL-460550,home,2024-02-15,2024-11-08,Establish realize international idea commercial practice talk wish establish game.,2024-11-10,6472.2,50000,12.94,2,6163.42,4,"Williams, Hill and Ruiz",7590.09,5,Stop represent all skill whatever fund bar firm drug audience.,NONE,FALSE,0.0
CLM-000821,Lisa Pruitt,jbrown@example.com,(793)847-7966x0548,POL-591223,auto,2022-05-11,2024-11-30,First glass study college finally ten serious.,2024-12-05,17215.62,100000,17.22,5,15287.78,5,Garza-Baker,17510.2,6,Increase body rock man table they school city since body break no still best area who again away.,NONE,FALSE,0.0
CLM-000822,Erin Lozano,hawkinsrichard@example.net,+1-665-404-4414,POL-477755,home,2023-05-14,2025-09-08,Win end certain identify social affect much record summer ask standard dinner protect.,2025-09-15,18882.74,100000,18.88,7,20606.4,1,"Perry, Wise and Thompson",20517.09,5,Edge pay yes amount central artist rise professor bring change trade accept wish process bad president analysis movement.,NONE,FALSE,0.0
CLM-000823,Ian Kennedy,caitlinsantos@example.com,(861)205-4171x5007,POL-235367,auto,2025-11-08,2026-06-30,Reach that girl which report Mr accept.,2026-07-06,15235.83,100000,15.24,6,12903.14,3,Gaines-Spencer,14173.45,6,Medical wind guy join morning into low sometimes item maintain read page.,NONE,FALSE,0.0
CLM-000824,Kristen Hall,greenalex@example.net,001-921-552-7259,POL-149334,auto,2023-12-03,2025-01-03,Institution stock treatment exactly read time question bill.,2025-01-07,6769.39,50000,13.54,4,7204.47,2,"Townsend, Reed and Silva",7467.17,4,Space read physical significant opportunity suggest writer much bed provide close sense something article.,NONE,FALSE,0.0
CLM-000825,Adrian Hansen,hernandeztravis@example.net,5167206370,POL-907503,umbrella,2024-04-17,2025-02-14,People those performance fish hot together send itself including work.,2025-04-08,15000,100000,15.0,53,8631.65,2,Liu-Donaldson,16678.82,8,Teacher type second history would car growth wonder heart major unit speak peace concern their growth source yes trial.,short_policy_coverage,TRUE,0.12
CLM-000826,Lonnie Hansen,pweiss@example.net,618.634.1000x6658,POL-315363,home,2024-12-11,2025-06-19,Surface sense so discuss agree accept issue different speech.,2025-08-10,22000,50000,44.0,52,13439.14,5,"Klein, Smith and Ferguson",24828.97,8,Market although every television raise like perhaps accept executive third within player water section start around like call pressure officer civil.,multiple_claims|inconsistent_narrative|delayed_reporting,TRUE,0.41
CLM-000827,Brian Lopez,florescrystal@example.org,298-657-5473,POL-481405,home,2023-03-23,2025-08-07,Machine agency civil clearly for able clearly fire.,2025-08-13,17539.36,50000,35.08,6,14756.42,1,Smith Ltd,18095.93,6,While guess floor have argue country church life begin just member.,NONE,FALSE,0.0
CLM-000828,Mrs. Michelle Martinez,wileycynthia@example.org,305.714.1200x74045,POL-890109,umbrella,2024-10-09,2026-01-13,Oil trial defense soon child imagine person six him occur true.,2026-03-04,10000,100000,10.0,50,5979.68,3,West-Dixon,11405.31,7,Data note character hard surface owner heart anything include in animal ball feeling spend but local particular father beautiful population.,inflated_loss_value,TRUE,0.18
CLM-000829,Latoya English,mlane@example.com,336-753-1459x4568,POL-641228,umbrella,2024-08-31,2025-10-05,Senior on yeah trouble high discussion.,2025-10-09,18063.24,100000,18.06,4,19564.69,3,"Hickman, Rodriguez and West",17045.83,3,Often theory sit dream purpose another cup example special decision spend reality modern serve billion now about certain agree.,NONE,FALSE,0.0
CLM-000830,Kathleen Green,osbornejohn@example.net,(966)884-7072x60275,POL-188896,home,2025-03-06,2026-02-21,Dark me ground wife magazine morning successful simple wish chair couple.,2026-02-27,16318.69,100000,16.32,6,15021.28,1,Elliott Inc,16811.87,6,Participant year my far matter piece level between realize how.,NONE,FALSE,0.0
CLM-000831,Mary Walter,zfranco@example.com,328.416.8960x06688,POL-258284,umbrella,2024-08-27,2024-11-24,Onto find tend hard name entire follow up institution simply quality others.,2024-12-01,1704.78,100000,1.7,7,1863.87,5,Welch Inc,1942.97,7,Participant lead page across but newspaper most enough right pay trial generation rise either most lay of want sometimes even.,NONE,FALSE,0.0
CLM-000832,David Mccullough,amber72@example.com,8216318066,POL-834831,umbrella,2024-01-19,2026-07-31,Floor policy this live raise development.,2026-08-03,8966.8,100000,8.97,3,7992.08,5,Schmidt Ltd,8913.97,5,Across reflect knowledge common wish simply relationship subject keep camera same themselves month age year bag skill floor music.,NONE,FALSE,0.0
CLM-000833,Nicholas Gonzalez,campbellgary@example.org,956.424.7994x4331,POL-740051,auto,2023-12-02,2025-12-18,Difficult southern goal tell local itself allow final add treat minute.,2025-12-19,16713.07,100000,16.71,1,15395.77,5,"Sexton, King and Smith",16070.29,7,Forward large image history bring pass magazine production successful garden by.,NONE,FALSE,0.0
CLM-000834,Elizabeth Baker,lmorales@example.net,(699)207-2267,POL-831351,home,2023-12-06,2026-07-01,Program between writer employee direction clear response until news provide moment.,2026-07-06,15978.49,100000,15.98,5,16674.34,5,Jensen and Sons,16319.66,4,Project paper hope choice positive education power science cost include issue beautiful dinner husband market political appear trial customer.,NONE,FALSE,0.0
CLM-000835,Eric Ingram,robertcastillo@example.net,(806)300-1266x460,POL-508937,umbrella,2023-11-24,2025-12-29,Painting already trade base another blood hot strong or.,2026-01-01,2601.34,100000,2.6,3,2658.61,1,Parker-Bender,2747.38,7,Although benefit those thank take candidate same make fear service real source above.,NONE,FALSE,0.0
CLM-000836,Miguel Morgan,mparks@example.org,832.316.6569x1070,POL-427420,umbrella,2024-12-12,2025-12-25,Sport behavior protect education police group wear.,2025-12-28,5060.96,100000,5.06,3,5198.18,1,Nelson-Hernandez,4590.42,7,Yes traditional either financial offer fill provide full truth purpose trip article floor court material make sure.,NONE,FALSE,0.0
CLM-000837,Alexis Romero DDS,james88@example.net,755.498.7592x0415,POL-418706,umbrella,2023-08-02,2024-11-06,Scene subject clearly direction south between type event discuss travel early whom.,2024-11-11,5915.11,100000,5.92,5,6483.47,0,Morrison Group,6622.53,5,Relate far simple dinner simply window or finally quickly moment we trip really rule there approach young.,NONE,FALSE,0.0
